,SV.,SS.,SM.,OA.,V.,ND.,LC.,U.,8N.,Pokémon,,Format,Index
,1,-,1,1,1,1,7,1,1,Froakie,,,
,1,-,-,-,-,-,-,-,-,Froakie (T),,,
,-,-,1,-,-,-,-,-,-,Froakie (Z),,,
,1,-,1,1,1,1,-,2,2,Frogadier,,,
,1,-,-,-,-,-,-,-,-,Frogadier (T),,,
,-,-,1,-,-,-,-,-,-,Frogadier (Z),,,
,17,-,17,17,9,17,-,16,15,Greninja,,,
,18,-,-,-,-,-,-,-,-,Greninja (T),,,
,-,-,17,-,-,-,-,-,-,Greninja (Z),,,
,-,-,-,-,-,-,-,-,-,Greninja-Bond,,,
,-,-,99,-,-,-,-,-,99,Greninja-Ash,,,
,-,-,99,-,-,-,-,-,-,Greninja-Ash (Z),,,
,-,1,1,1,-,1,11,1,1,Bunnelby,,,
,-,-,-,-,-,-,-,-,-,Bunnelby (T),,,
,-,-,1,-,-,-,-,-,-,Bunnelby (Z),,,
,-,6,9,10,-,9,-,9,11,Diggersby,,,
,-,-,-,-,-,-,-,-,-,Diggersby (T),,,
,-,-,9,-,-,-,-,-,-,Diggersby (Z),,,
,1,1,1,1,1,1,8,1,1,Fletchling,,,
,1,-,-,-,-,-,-,-,-,Fletchling (T),,,
,-,-,1,-,-,-,-,-,-,Fletchling (Z),,,
,1,1,1,1,2,1,-,1,1,Fletchinder,,,
,1,-,-,-,-,-,-,-,-,Fletchinder (T),,,
,-,-,1,-,-,-,-,-,-,Fletchinder (Z),,,
,9,10,6,11,15,9,-,11,11,Talonflame,,,
,9,-,-,-,-,-,-,-,-,Talonflame (T),,,
,-,-,6,-,-,-,-,-,-,Talonflame (Z),,,
,1,-,1,1,1,1,1,1,1,Scatterbug,,,
,1,-,-,-,-,-,-,-,-,Scatterbug (T),,,
,-,-,1,-,-,-,-,-,-,Scatterbug (Z),,,
,1,-,1,1,2,1,-,1,1,Spewpa,,,
,1,-,-,-,-,-,-,-,-,Spewpa (T),,,
,-,-,1,-,-,-,-,-,-,Spewpa (Z),,,
,1,-,1,2,9,1,-,1,2,Vivillon,,,
,1,-,-,-,-,-,-,-,-,Vivillon (T),,,
,-,-,1,-,-,-,-,-,-,Vivillon (Z),,,
,-,-,-,-,-,-,-,-,-,-,,,
,-,-,-,-,-,-,-,-,-,- (T),,,
,-,-,-,-,-,-,-,-,-,- (Z),,,
,-,-,-,-,-,-,-,-,-,-,,,
,-,-,-,-,-,-,-,-,-,- (T),,,
,-,-,-,-,-,-,-,-,-,- (Z),,,
,1,-,1,1,1,1,8,1,1,Litleo,,,
,1,-,-,-,-,-,-,-,-,Litleo (T),,,
,-,-,1,-,-,-,-,-,-,Litleo (Z),,,
,1,-,1,2,1,1,-,2,2,Pyroar,,,
,1,-,-,-,-,-,-,-,-,Pyroar (T),,,
,-,-,1,-,-,-,-,-,-,Pyroar (Z),,,
,1,-,1,1,1,1,6,1,1,Flabébé,,,
,1,-,-,-,-,-,-,-,-,Flabébé (T),,,
,-,-,1,-,-,-,-,-,-,Flabébé (Z),,,
,1,-,1,1,1,1,-,1,1,Floette,,,
,1,-,-,-,-,-,-,-,-,Floette (T),,,
,-,-,1,-,-,-,-,-,-,Floette (Z),,,
,-,-,99,99,-,-,-,99,99,Floette-Eternal,,,
,-,-,-,-,-,-,-,-,-,Floette-Eternal (T),,,
,-,-,99,-,-,-,-,-,-,Floette-Eternal (Z),,,
,6,-,6,8,8,7,-,11,8,Florges,,,
,7,-,-,-,-,-,-,-,-,Florges (T),,,
,-,-,6,-,-,-,-,-,-,Florges (Z),,,
,1,-,1,1,1,1,7,1,1,Skiddo,,,
,1,-,-,-,-,-,-,-,-,Skiddo (T),,,
,-,-,1,-,-,-,-,-,-,Skiddo (Z),,,
,1,-,1,1,1,1,-,3,2,Gogoat,,,
,1,-,-,-,-,-,-,-,-,Gogoat (T),,,
,-,-,1,-,-,-,-,-,-,Gogoat (Z),,,
,-,1,1,1,-,1,12,1,1,Pancham,,,
,-,-,-,-,-,-,-,-,-,Pancham (T),,,
,-,-,1,-,-,-,-,-,-,Pancham (Z),,,
,-,7,5,6,-,4,-,6,7,Pangoro,,,
,-,-,-,-,-,-,-,-,-,Pangoro (T),,,
,-,-,5,-,-,-,-,-,-,Pangoro (Z),,,
,-,-,1,1,-,1,-,1,1,Furfrou,,,
,-,-,-,-,-,-,-,-,-,Furfrou (T),,,
,-,-,1,-,-,-,-,-,-,Furfrou (Z),,,
,1,1,1,1,1,1,6,1,1,Espurr,,,
,1,-,-,-,-,-,-,-,-,Espurr (T),,,
,-,-,1,-,-,-,-,-,-,Espurr (Z),,,
,1,1,1,2,1,2,-,2,1,Meowstic,,,
,1,-,-,-,-,-,-,-,-,Meowstic (T),,,
,-,-,-,-,9,-,-,-,-,Meowstic-Male,,,
,-,-,-,-,-,-,-,-,-,Meowstic-Male (T),,,
,-,-,1,-,-,-,-,-,-,Meowstic (Z),,,
,-,-,1,-,-,-,-,-,-,Meowstic-Male (Z),,,
,-,-,-,-,-,-,-,-,-,Meowstic-Female,,,
,-,-,-,-,-,-,-,-,-,Meowstic-Female (T),,,
,-,-,-,-,-,-,-,-,-,Meowstic-Female (Z),,,
,-,1,1,1,-,1,8,1,1,Honedge,,,
,-,-,-,-,-,-,-,-,-,Honedge (T),,,
,-,-,1,-,-,-,-,-,-,Honedge (Z),,,
,-,4,3,5,-,3,-,5,5,Doublade,,,
,-,-,-,-,-,-,-,-,-,Doublade (T),,,
,-,-,3,-,-,-,-,-,-,Doublade (Z),,,
,-,15,99,99,-,14,-,14,15,Aegislash,,,
,-,-,-,-,-,-,-,-,-,Aegislash (T),,,
,-,-,99,-,-,-,-,-,-,Aegislash (Z),,,
,-,-,-,-,-,-,-,-,-,-,,,
,-,-,-,-,-,-,-,-,-,- (T),,,
,-,-,-,-,-,-,-,-,-,- (Z),,,
,-,1,1,1,-,1,12,1,1,Spritzee,,,
,-,-,-,-,-,-,-,-,-,Spritzee (T),,,
,-,-,1,-,-,-,-,-,-,Spritzee (Z),,,
,-,3,4,4,-,4,-,6,5,Aromatisse,,,
,-,-,-,-,-,-,-,-,-,Aromatisse (T),,,
,-,-,4,-,-,-,-,-,-,Aromatisse (Z),,,
,-,1,1,1,-,1,99,1,1,Swirlix,,,
,-,-,-,-,-,-,-,-,-,Swirlix (T),,,
,-,-,1,-,-,-,-,-,-,Swirlix (Z),,,
,-,5,5,4,-,5,-,9,5,Slurpuff,,,
,-,-,-,-,-,-,-,-,-,Slurpuff (T),,,
,-,-,5,-,-,-,-,-,-,Slurpuff (Z),,,
,1,1,1,1,1,1,7,1,1,Inkay,,,
,1,-,-,-,-,-,-,-,-,Inkay (T),,,
,-,-,1,-,-,-,-,-,-,Inkay (Z),,,
,1,1,1,2,3,1,-,3,1,Malamar,,,
,1,-,-,-,-,-,-,-,-,Malamar (T),,,
,-,-,1,-,-,-,-,-,-,Malamar (Z),,,
,-,1,1,1,-,1,7,1,1,Binacle,,,
,-,-,-,-,-,-,-,-,-,Binacle (T),,,
,-,-,1,-,-,-,-,-,-,Binacle (Z),,,
,-,2,3,3,-,2,-,4,3,Barbaracle,,,
,-,-,-,-,-,-,-,-,-,Barbaracle (T),,,
,-,-,3,-,-,-,-,-,-,Barbaracle (Z),,,
,1,1,1,1,1,1,8,1,1,Skrelp,,,
,1,-,-,-,-,-,-,-,-,Skrelp (T),,,
,-,-,1,-,-,-,-,-,-,Skrelp (Z),,,
,6,8,8,7,7,7,-,10,8,Dragalge,,,
,6,-,-,-,-,-,-,-,-,Dragalge (T),,,
,-,-,8,-,-,-,-,-,-,Dragalge (Z),,,
,1,1,1,1,1,1,6,1,1,Clauncher,,,
,1,-,-,-,-,-,-,-,-,Clauncher (T),,,
,-,-,1,-,-,-,-,-,-,Clauncher (Z),,,
,1,2,2,3,3,1,-,3,3,Clawitzer,,,
,1,-,-,-,-,-,-,-,-,Clawitzer (T),,,
,-,-,2,-,-,-,-,-,-,Clawitzer (Z),,,
,-,1,1,1,-,1,8,1,1,Helioptile,,,
,-,-,-,-,-,-,-,-,-,Helioptile (T),,,
,-,-,1,-,-,-,-,-,-,Helioptile (Z),,,
,-,2,4,4,-,4,-,7,7,Heliolisk,,,
,-,-,-,-,-,-,-,-,-,Heliolisk (T),,,
,-,-,4,-,-,-,-,-,-,Heliolisk (Z),,,
,-,1,1,1,-,1,12,1,1,Tyrunt,,,
,-,-,-,-,-,-,-,-,-,Tyrunt (T),,,
,-,-,1,-,-,-,-,-,-,Tyrunt (Z),,,
,-,5,5,6,-,5,-,6,7,Tyrantrum,,,
,-,-,-,-,-,-,-,-,-,Tyrantrum (T),,,
,-,-,5,-,-,-,-,-,-,Tyrantrum (Z),,,
,-,1,1,1,-,1,10,1,1,Amaura,,,
,-,-,-,-,-,-,-,-,-,Amaura (T),,,
,-,-,1,-,-,-,-,-,-,Amaura (Z),,,
,-,1,1,1,-,1,-,2,4,Aurorus,,,
,-,-,-,-,-,-,-,-,-,Aurorus (T),,,
,-,-,1,-,-,-,-,-,-,Aurorus (Z),,,
,7,9,10,11,13,8,-,11,11,Sylveon,,,
,7,-,-,-,-,-,-,-,-,Sylveon (T),,,
,-,-,10,-,-,-,-,-,-,Sylveon (Z),,,
,9,10,12,7,7,12,-,10,13,Hawlucha,,,
,9,-,-,-,-,-,-,-,-,Hawlucha (T),,,
,-,-,12,-,-,-,-,-,-,Hawlucha (Z),,,
,1,1,1,1,1,1,-,1,1,Dedenne,,,
,1,-,-,-,-,-,-,-,-,Dedenne (T),,,
,-,-,1,-,-,-,-,-,-,Dedenne (Z),,,
,2,1,1,1,2,1,-,1,1,Carbink,,,
,2,-,-,-,-,-,-,-,-,Carbink (T),,,
,-,-,1,-,-,-,-,-,-,Carbink (Z),,,
,1,1,1,1,1,1,5,1,1,Goomy,,,
,1,-,-,-,-,-,-,-,-,Goomy (T),,,
,-,-,1,-,-,-,-,-,-,Goomy (Z),,,
,1,1,1,1,1,1,-,1,1,Sliggoo,,,
,1,-,-,-,-,-,-,-,-,Sliggoo (T),,,
,-,-,1,-,-,-,-,-,-,Sliggoo (Z),,,
,1,-,-,-,1,1,-,2,,Hisuian Sliggoo,,,
,1,-,-,-,-,-,-,-,-,Hisuian Sliggoo (T),,,
,-,-,-,-,-,-,-,-,-,Hisuian Sliggoo (Z),,,
,7,5,5,6,7,7,-,9,8,Goodra,,,
,7,-,-,-,-,-,-,-,-,Goodra (T),,,
,-,-,5,-,-,-,-,-,-,Goodra (Z),,,
,7,-,-,-,9,9,-,10,,Hisuian Goodra,,,
,7,-,-,-,-,-,-,-,-,Hisuian Goodra (T),,,
,-,-,-,-,-,-,-,-,-,Hisuian Goodra (Z),,,
,9,9,11,13,9,11,-,14,10,Klefki,,,
,9,-,-,-,-,-,-,-,-,Klefki (T),,,
,-,-,11,-,-,-,-,-,-,Klefki (Z),,,
,1,1,1,1,1,1,5,1,1,Phantump,,,
,1,-,-,-,-,-,-,-,-,Phantump (T),,,
,-,-,1,-,-,-,-,-,-,Phantump (Z),,,
,2,2,2,2,3,2,-,1,2,Trevenant,,,
,2,-,-,-,-,-,-,-,-,Trevenant (T),,,
,-,-,2,-,-,-,-,-,-,Trevenant (Z),,,
,-,1,1,1,-,1,10,1,1,Pumpkaboo,,,
,-,-,-,-,-,-,-,-,-,Pumpkaboo (T),,,
,-,-,-,-,-,-,-,-,-,-,,,
,-,-,-,-,-,-,-,-,-,- (T),,,
,-,-,-,-,-,-,-,-,-,-,,,
,-,-,-,-,-,-,-,-,-,- (T),,,
,-,-,-,-,-,-,-,-,-,-,,,
,-,-,-,-,-,-,-,-,-,- (T),,,
,-,-,1,-,-,-,-,-,-,Pumpkaboo (Z),,,
,-,-,-,-,-,-,-,-,-,- (Z),,,
,-,-,-,-,-,-,-,-,-,- (Z),,,
,-,-,-,-,-,-,-,-,-,- (Z),,,
,-,3,6,5,-,4,-,6,6,Gourgeist,,,
,-,-,-,-,-,-,-,-,-,Gourgeist (T),,,
,-,-,-,-,-,-,-,-,-,-,,,
,-,-,-,-,-,-,-,-,-,- (T),,,
,-,-,-,-,-,-,-,-,-,-,,,
,-,-,-,-,-,-,-,-,-,- (T),,,
,-,-,-,-,-,-,-,-,-,-,,,
,-,-,-,-,-,-,-,-,-,- (T),,,
,-,-,6,-,-,-,-,-,-,Gourgeist (Z),,,
,-,-,-,-,-,-,-,-,-,- (Z),,,
,-,-,-,-,-,-,-,-,-,- (Z),,,
,-,-,-,-,-,-,-,-,-,- (Z),,,
,1,1,1,1,1,1,5,1,1,Bergmite,,,
,1,-,-,-,-,-,-,-,-,Bergmite (T),,,
,-,-,1,-,-,-,-,-,-,Bergmite (Z),,,
,2,2,1,1,2,2,-,5,5,Avalugg,,,
,2,-,-,-,-,-,-,-,-,Avalugg (T),,,
,-,-,1,-,-,-,-,-,-,Avalugg (Z),,,
,1,-,-,-,2,1,-,1,,Hisuian Avalugg,,,
,1,-,-,-,-,-,-,-,-,Hisuian Avalugg (T),,,
,-,-,-,-,-,-,-,-,-,Hisuian Avalugg (Z),,,
,1,1,1,1,1,1,6,1,1,Noibat,,,
,1,-,-,-,-,-,-,-,-,Noibat (T),,,
,-,-,1,-,-,-,-,-,-,Noibat (Z),,,
,7,7,5,6,7,8,-,9,10,Noivern,,,
,8,-,-,-,-,-,-,-,-,Noivern (T),,,
,-,-,5,-,-,-,-,-,-,Noivern (Z),,,
,-,99,99,99,-,99,-,29,99,Xerneas,,,
,-,-,-,-,-,-,-,-,-,Xerneas (T),,,
,-,-,99,-,-,-,-,-,-,Xerneas (Z),,,
,-,99,99,99,-,99,-,29,99,Yveltal,,,
,-,-,-,-,-,-,-,-,-,Yveltal (T),,,
,-,-,99,-,-,-,-,-,-,Yveltal (Z),,,
,-,12,18,9,-,13,-,23,-,Zygarde,,,
,-,-,-,-,-,-,-,-,-,Zygarde (T),,,
,-,-,18,-,-,-,-,-,-,Zygarde (Z),,,
,-,3,5,-,-,6,-,-,6,Zygarde-10%,,,
,-,-,-,-,-,-,-,-,-,Zygarde-10% (T),,,
,-,-,5,-,-,-,-,-,-,Zygarde-10% (Z),,,
,-,-,99,-,-,99,-,-,99,Zygarde-Complete,,,
,-,-,-,-,-,-,-,-,-,Zygarde-Complete (T),,,
,-,-,99,-,-,-,-,-,-,Zygarde-Complete (Z),,,
,8,9,6,6,99,7,-,9,9,Diancie,,,
,9,-,-,-,-,-,-,-,-,Diancie (T),,,
,-,-,6,-,-,-,-,-,-,Diancie (Z),,,
,-,-,16,14,-,18,-,17,19,Mega Diancie,,,
,3,-,3,5,99,3,-,5,4,Hoopa,,,
,3,-,-,-,-,-,-,-,-,Hoopa (T),,,
,-,-,3,-,-,-,-,-,-,Hoopa (Z),,,
,8,-,9,10,-,9,-,13,12,Hoopa-Unbound,,,
,9,-,-,-,-,-,-,-,-,Hoopa-Unbound (T),,,
,-,-,9,-,-,-,-,-,-,Hoopa-Unbound (Z),,,
,8,7,7,9,99,9,-,12,10,Volcanion,,,
,9,-,-,-,-,-,-,-,-,Volcanion (T),,,
,-,-,7,-,-,-,-,-,-,Volcanion (Z),,,
,1,1,1,-,1,1,8,1,1,Rowlet,,,
,1,-,-,-,-,-,-,-,-,Rowlet (T),,,
,-,-,1,-,-,-,-,-,-,Rowlet (Z),,,
,1,1,1,-,1,1,-,1,1,Dartrix,,,
,1,-,-,-,-,-,-,-,-,Dartrix (T),,,
,-,-,1,-,-,-,-,-,-,Dartrix (Z),,,
,5,5,7,-,4,5,-,8,9,Decidueye,,,
,5,-,-,-,-,-,-,-,-,Decidueye (T),,,
,-,-,7,-,-,-,-,-,-,Decidueye (Z),,,
,3,-,-,-,4,3,-,7,,Hisuian Decidueye,,,
,3,-,-,-,-,-,-,-,-,Hisuian Decidueye (T),,,
,-,-,-,-,-,-,-,-,-,Hisuian Decidueye (Z),,,
,1,1,1,-,1,1,8,1,1,Litten,,,
,1,-,-,-,-,-,-,-,-,Litten (T),,,
,-,-,1,-,-,-,-,-,-,Litten (Z),,,
,1,1,1,-,8,1,-,1,1,Torracat,,,
,1,-,-,-,-,-,-,-,-,Torracat (T),,,
,-,-,1,-,-,-,-,-,-,Torracat (Z),,,
,5,6,6,-,16,6,-,9,9,Incineroar,,,
,5,-,-,-,-,-,-,-,-,Incineroar (T),,,
,-,-,6,-,-,-,-,-,-,Incineroar (Z),,,
,1,1,1,-,1,1,5,1,1,Popplio,,,
,1,-,-,-,-,-,-,-,-,Popplio (T),,,
,-,-,1,-,-,-,-,-,-,Popplio (Z),,,
,1,1,1,-,1,1,-,1,1,Brionne,,,
,1,-,-,-,-,-,-,-,-,Brionne (T),,,
,-,-,1,-,-,-,-,-,-,Brionne (Z),,,
,12,12,8,-,14,12,-,12,11,Primarina,,,
,12,-,-,-,-,-,-,-,-,Primarina (T),,,
,-,-,8,-,-,-,-,-,-,Primarina (Z),,,
,1,-,1,-,1,1,11,1,1,Pikipek,,,
,1,-,-,-,-,-,-,-,-,Pikipek (T),,,
,-,-,1,-,-,-,-,-,-,Pikipek (Z),,,
,1,-,1,-,1,1,-,1,1,Trumbeak,,,
,1,-,-,-,-,-,-,-,-,Trumbeak (T),,,
,-,-,1,-,-,-,-,-,-,Trumbeak (Z),,,
,1,-,1,-,1,1,-,1,2,Toucannon,,,
,1,-,-,-,-,-,-,-,-,Toucannon (T),,,
,-,-,1,-,-,-,-,-,-,Toucannon (Z),,,
,1,-,1,-,1,1,7,1,1,Yungoos,,,
,1,-,-,-,-,-,-,-,-,Yungoos (T),,,
,-,-,1,-,-,-,-,-,-,Yungoos (Z),,,
,1,-,1,-,1,1,-,1,1,Gumshoos,,,
,1,-,-,-,-,-,-,-,-,Gumshoos (T),,,
,-,-,1,-,-,-,-,-,-,Gumshoos (Z),,,
,1,1,1,-,1,1,4,1,1,Grubbin,,,
,1,-,-,-,-,-,-,-,-,Grubbin (T),,,
,-,-,1,-,-,-,-,-,-,Grubbin (Z),,,
,1,1,1,-,1,1,-,2,1,Charjabug,,,
,1,-,-,-,-,-,-,-,-,Charjabug (T),,,
,-,-,1,-,-,-,-,-,-,Charjabug (Z),,,
,3,5,3,-,6,5,-,9,7,Vikavolt,,,
,3,-,-,-,-,-,-,-,-,Vikavolt (T),,,
,-,-,3,-,-,-,-,-,-,Vikavolt (Z),,,
,1,-,1,-,1,1,9,1,1,Crabrawler,,,
,1,-,-,-,-,-,-,-,-,Crabrawler (T),,,
,-,-,1,-,-,-,-,-,-,Crabrawler (Z),,,
,1,-,1,-,3,1,-,2,2,Crabominable,,,
,1,-,-,-,-,-,-,-,-,Crabominable (T),,,
,-,-,1,-,-,-,-,-,-,Crabominable (Z),,,
,3,-,2,-,6,4,-,4,3,Oricorio,,,
,5,-,-,-,-,-,-,-,-,Oricorio (T),,,
,-,-,2,-,-,-,-,-,-,Oricorio (Z),,,
,-,-,-,-,-,-,-,-,-,-,,,
,-,-,-,-,-,-,-,-,-,- (T),,,
,-,-,-,-,-,-,-,-,-,- (Z),,,
,-,-,-,-,-,-,-,-,-,-,,,
,-,-,-,-,-,-,-,-,-,- (T),,,
,-,-,-,-,-,-,-,-,-,- (Z),,,
,-,-,-,-,-,-,-,-,-,-,,,
,-,-,-,-,-,-,-,-,-,- (T),,,
,-,-,-,-,-,-,-,-,-,- (Z),,,
,1,1,1,-,1,1,13,2,1,Cutiefly,,,
,1,-,-,-,-,-,-,-,-,Cutiefly (T),,,
,-,-,1,-,-,-,-,-,-,Cutiefly (Z),,,
,6,5,6,-,7,6,-,9,5,Ribombee,,,
,6,-,-,-,-,-,-,-,-,Ribombee (T),,,
,-,-,6,-,-,-,-,-,-,Ribombee (Z),,,
,1,1,1,-,-,1,4,1,1,Rockruff,,,
,1,-,-,-,-,-,-,-,-,Rockruff (T),,,
,-,-,1,-,-,-,-,-,-,Rockruff (Z),,,
,3,4,3,-,5,3,-,7,5,Lycanroc-Midday,,,
,3,-,-,-,-,-,-,-,-,Lycanroc-Midday (T),,,
,-,-,3,-,-,-,-,-,-,Lycanroc-Midday (Z),,,
,1,1,2,-,1,1,-,1,2,Lycanroc-Midnight,,,
,1,-,-,-,-,-,-,-,-,Lycanroc-Midnight (T),,,
,-,-,2,-,-,-,-,-,-,Lycanroc-Midnight (Z),,,
,10,12,6,-,6,10,-,12,12,Lycanroc-Dusk,,,
,10,-,-,-,-,-,-,-,-,Lycanroc-Dusk (T),,,
,-,-,6,-,-,-,-,-,-,Lycanroc-Dusk (Z),,,
,-,2,3,-,-,2,-,2,4,Wishiwashi,,,
,-,-,-,-,-,-,-,-,-,Wishiwashi (T),,,
,-,-,3,-,-,-,-,-,-,Wishiwashi (Z),,,
,-,-,-,-,-,-,-,-,-,-,,,
,-,-,-,-,-,-,-,-,-,- (T),,,
,-,-,-,-,-,-,-,-,-,- (Z),,,
,1,1,1,-,1,1,11,3,1,Mareanie,,,
,1,-,-,-,-,-,-,-,-,Mareanie (T),,,
,-,-,1,-,-,-,-,-,-,Mareanie (Z),,,
,7,8,11,-,3,9,-,19,14,Toxapex,,,
,7,-,-,-,-,-,-,-,-,Toxapex (T),,,
,-,-,11,-,-,-,-,-,-,Toxapex (Z),,,
,1,1,1,-,1,1,12,1,1,Mudbray,,,
,1,-,-,-,-,-,-,-,-,Mudbray (T),,,
,-,-,1,-,-,-,-,-,-,Mudbray (Z),,,
,5,3,5,-,6,5,-,8,7,Mudsdale,,,
,5,-,-,-,-,-,-,-,-,Mudsdale (T),,,
,-,-,5,-,-,-,-,-,-,Mudsdale (Z),,,
,1,1,1,-,1,1,10,1,1,Dewpider,,,
,1,-,-,-,-,-,-,-,-,Dewpider (T),,,
,-,-,1,-,-,-,-,-,-,Dewpider (Z),,,
,6,6,5,-,11,6,-,9,6,Araquanid,,,
,6,-,-,-,-,-,-,-,-,Araquanid (T),,,
,-,-,5,-,-,-,-,-,-,Araquanid (Z),,,
,1,1,1,-,1,1,7,1,1,Fomantis,,,
,1,-,-,-,-,-,-,-,-,Fomantis (T),,,
,-,-,1,-,-,-,-,-,-,Fomantis (Z),,,
,2,3,3,-,4,2,-,2,4,Lurantis,,,
,2,-,-,-,-,-,-,-,-,Lurantis (T),,,
,-,-,3,-,-,-,-,-,-,Lurantis (Z),,,
,-,1,1,-,-,1,7,1,1,Morelull,,,
,-,-,-,-,-,-,-,-,-,Morelull (T),,,
,-,-,1,-,-,-,-,-,-,Morelull (Z),,,
,-,1,1,-,-,1,-,1,2,Shiinotic,,,
,-,-,-,-,-,-,-,-,-,Shiinotic (T),,,
,-,-,1,-,-,-,-,-,-,Shiinotic (Z),,,
,1,1,1,-,1,1,9,1,1,Salandit,,,
,1,-,-,-,-,-,-,-,-,Salandit (T),,,
,-,-,1,-,-,-,-,-,-,Salandit (Z),,,
,5,6,8,-,11,6,-,8,9,Salazzle,,,
,5,-,-,-,-,-,-,-,-,Salazzle (T),,,
,-,-,8,-,-,-,-,-,-,Salazzle (Z),,,
,-,1,1,-,-,1,10,1,1,Stufful,,,
,-,-,-,-,-,-,-,-,-,Stufful (T),,,
,-,-,1,-,-,-,-,-,-,Stufful (Z),,,
,-,7,4,-,-,6,-,5,6,Bewear,,,
,-,-,-,-,-,-,-,-,-,Bewear (T),,,
,-,-,4,-,-,-,-,-,-,Bewear (Z),,,
,1,1,1,-,1,1,3,1,1,Bounsweet,,,
,1,-,-,-,-,-,-,-,-,Bounsweet (T),,,
,-,-,1,-,-,-,-,-,-,Bounsweet (Z),,,
,1,-,1,-,1,1,-,1,1,Steenee,,,
,1,-,-,-,-,-,-,-,-,Steenee (T),,,
,-,-,1,-,-,-,-,-,-,Steenee (Z),,,
,6,6,5,-,10,7,-,10,8,Tsareena,,,
,6,-,-,-,-,-,-,-,-,Tsareena (T),,,
,-,-,5,-,-,-,-,-,-,Tsareena (Z),,,
,6,8,10,-,13,7,-,6,9,Comfey,,,
,7,-,-,-,-,-,-,-,-,Comfey (T),,,
,-,-,10,-,-,-,-,-,-,Comfey (Z),,,
,1,1,1,-,10,1,-,1,2,Oranguru,,,
,1,-,-,-,-,-,-,-,-,Oranguru (T),,,
,-,-,1,-,-,-,-,-,-,Oranguru (Z),,,
,2,3,4,-,4,4,-,5,4,Passimian,,,
,2,-,-,-,-,-,-,-,-,Passimian (T),,,
,-,-,4,-,-,-,-,-,-,Passimian (Z),,,
,-,1,1,-,-,1,3,1,1,Wimpod,,,
,-,-,-,-,-,-,-,-,-,Wimpod (T),,,
,-,-,1,-,-,-,-,-,-,Wimpod (Z),,,
,-,4,3,-,-,3,-,4,4,Golisopod,,,
,-,-,-,-,-,-,-,-,-,Golisopod (T),,,
,-,-,3,-,-,-,-,-,-,Golisopod (Z),,,
,1,1,1,-,1,1,7,1,1,Sandygast,,,
,1,-,-,-,-,-,-,-,-,Sandygast (T),,,
,-,-,1,-,-,-,-,-,-,Sandygast (Z),,,
,3,3,3,-,4,4,-,7,5,Palossand,,,
,3,-,-,-,-,-,-,-,-,Palossand (T),,,
,-,-,3,-,-,-,-,-,-,Palossand (Z),,,
,-,1,2,-,-,1,-,3,2,Pyukumuku,,,
,-,-,-,-,-,-,-,-,-,Pyukumuku (T),,,
,-,-,2,-,-,-,-,-,-,Pyukumuku (Z),,,
,-,3,3,-,-,3,-,5,4,Type: Null,,,
,-,-,-,-,-,-,-,-,-,Type: Null (T),,,
,-,-,3,-,-,-,-,-,-,Type: Null (Z),,,
,-,12,10,-,-,10,-,10,11,Silvally,,,
,-,-,-,-,-,-,-,-,-,Silvally (T),,,
,-,-,10,-,-,-,-,-,-,Silvally (Z),,,
,-,-,-,-,-,-,-,-,-,-,,,
,-,-,-,-,-,-,-,-,-,- (T),,,
,-,-,-,-,-,-,-,-,-,- (Z),,,
,-,-,-,-,-,-,-,-,-,-,,,
,-,-,-,-,-,-,-,-,-,- (T),,,
,-,-,-,-,-,-,-,-,-,- (Z),,,
,-,-,-,-,-,-,-,-,-,-,,,
,-,-,-,-,-,-,-,-,-,- (T),,,
,-,-,-,-,-,-,-,-,-,- (Z),,,
,-,-,-,-,-,-,-,-,-,-,,,
,-,-,-,-,-,-,-,-,-,- (T),,,
,-,-,-,-,-,-,-,-,-,- (Z),,,
,-,-,-,-,-,-,-,-,-,-,,,
,-,-,-,-,-,-,-,-,-,- (T),,,
,-,-,-,-,-,-,-,-,-,- (Z),,,
,-,-,-,-,-,-,-,-,-,-,,,
,-,-,-,-,-,-,-,-,-,- (T),,,
,-,-,-,-,-,-,-,-,-,- (Z),,,
,-,-,-,-,-,-,-,-,-,-,,,
,-,-,-,-,-,-,-,-,-,- (T),,,
,-,-,-,-,-,-,-,-,-,- (Z),,,
,-,-,-,-,-,-,-,-,-,-,,,
,-,-,-,-,-,-,-,-,-,- (T),,,
,-,-,-,-,-,-,-,-,-,- (Z),,,
,-,-,-,-,-,-,-,-,-,-,,,
,-,-,-,-,-,-,-,-,-,- (T),,,
,-,-,-,-,-,-,-,-,-,- (Z),,,
,-,-,-,-,-,-,-,-,-,-,,,
,-,-,-,-,-,-,-,-,-,- (T),,,
,-,-,-,-,-,-,-,-,-,- (Z),,,
,-,-,-,-,-,-,-,-,-,-,,,
,-,-,-,-,-,-,-,-,-,- (T),,,
,-,-,-,-,-,-,-,-,-,- (Z),,,
,-,-,-,-,-,-,-,-,-,-,,,
,-,-,-,-,-,-,-,-,-,- (T),,,
,-,-,-,-,-,-,-,-,-,- (Z),,,
,-,-,-,-,-,-,-,-,-,-,,,
,-,-,-,-,-,-,-,-,-,- (T),,,
,-,-,-,-,-,-,-,-,-,- (Z),,,
,-,-,-,-,-,-,-,-,-,-,,,
,-,-,-,-,-,-,-,-,-,- (T),,,
,-,-,-,-,-,-,-,-,-,- (Z),,,
,-,-,-,-,-,-,-,-,-,-,,,
